"datacenter","county","operator","voltage_kv","transmission_owner","distance_km"
"STACK Infrastructure DFW02B","Dallas","STACK INFRASTRUCTURE","138","ONCOR ELECTRIC DELIVERY CO.","9.08"
"STACK Infrastructure DFW02C","Dallas","STACK INFRASTRUCTURE","138","ONCOR ELECTRIC DELIVERY CO.","9.08"
"STACK Infrastructure DFW02D","Dallas","STACK INFRASTRUCTURE","138","ONCOR ELECTRIC DELIVERY CO.","9.08"
"STACK Infrastructure DFW02A","Dallas","STACK INFRASTRUCTURE","138","ONCOR ELECTRIC DELIVERY CO.","9.08"
"STACK Infrastructure DFW02F","Dallas","STACK INFRASTRUCTURE","138","ONCOR ELECTRIC DELIVERY CO.","9.24"
"Skybox PowerCampus Dallas","Dallas","Skybox Datacenters","138","ONCOR ELECTRIC DELIVERY CO.","6.74"
"Project Labrador","Dallas","Unknown Company","138","ONCOR ELECTRIC DELIVERY CO.","9.15"
"Compass Red Oak - 300 Houston School Rd","Ellis","Compass Datacenters","138","ONCOR ELECTRIC DELIVERY CO.","7.55"
"Yondr Lancaster","Dallas","Yondr Group","138","ONCOR ELECTRIC DELIVERY CO.","1.25"
"Centersquare - Dallas DFW1","Tarrant","Centersquare","138","ONCOR ELECTRIC DELIVERY CO.","9.99"
"7500 Metro Center Drive (AUS11)","Travis","Digital Realty","138","ONCOR ELECTRIC DELIVERY CO.","2.87"
"Lumen Austin 4","Travis","Lumen","138","ONCOR ELECTRIC DELIVERY CO.","1.33"
"CyrusOne AUS3 - Austin","Travis","CyrusOne Data Centers","138","ONCOR ELECTRIC DELIVERY CO.","2.36"
"CyrusOne AUS2 - Austin","Travis","CyrusOne Data Centers","138","ONCOR ELECTRIC DELIVERY CO.","2.52"
"Element Critical Austin One","Travis","Element Critical","138","ONCOR ELECTRIC DELIVERY CO.","6.30"
"Data Foundry - Texas 1","Travis","Data Foundry","138","ONCOR ELECTRIC DELIVERY CO.","1.64"
"LightEdge - Austin II","Travis","LightEdge","138","ONCOR ELECTRIC DELIVERY CO.","2.12"
"LightEdge - Austin I","Travis","LightEdge","138","ONCOR ELECTRIC DELIVERY CO.","1.41"
"LOGIX Austin","Travis","LOGIX FIBER NETWORKS","138","ONCOR ELECTRIC DELIVERY CO.","5.29"
"Hostway Austin Waller","Travis","Hostway Services, Inc","138","ONCOR ELECTRIC DELIVERY CO.","5.43"
"Data Foundry - Texas 2","Travis","Data Foundry","138","ONCOR ELECTRIC DELIVERY CO.","1.64"
"Cogent Data Center - Austin","Travis","Cogent Communications, Inc.","138","ONCOR ELECTRIC DELIVERY CO.","2.63"
"Data Foundry - Austin 1","Travis","Data Foundry","138","ONCOR ELECTRIC DELIVERY CO.","3.07"
"Core Scientific Austin","Travis","Core Scientific","138","ONCOR ELECTRIC DELIVERY CO.","8.75"
"Data Foundry - The Data Ranch","Travis","Data Foundry","138","ONCOR ELECTRIC DELIVERY CO.","1.64"
"American Tower EDC Austin","Travis","American Tower Corporation","138","ONCOR ELECTRIC DELIVERY CO.","7.47"
"Hostway Austin Trade Center","Travis","Hostway Services, Inc","138","ONCOR ELECTRIC DELIVERY CO.","0.88"
"Lumen Austin 1","Travis","Lumen","138","ONCOR ELECTRIC DELIVERY CO.","1.95"
"Lumen Austin 3","Travis","Lumen","138","ONCOR ELECTRIC DELIVERY CO.","5.28"
"1001 Texas Data Center","Harris","Follow on LinkedIn","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","7.35"
"Netrality - 1301 Fannin","Harris","Netrality Houston - Data Sheet.pdf","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","6.60"
"DataBank HOU5 - Houston Galleria","Harris","HOU5 datasheet.pdf","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","4.97"
"Quasar Data Center","Harris","Follow on LinkedIn","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","7.35"
"Crown Castle Houston (TX1)","Harris","Follow on LinkedIn","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","7.10"
"Data Foundry - Houston 1","Harris","Follow on LinkedIn","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","8.46"
"LOGIX Houston #2","Harris","Follow on LinkedIn","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","7.05"
"24 Hour Data Houston","Harris","Follow on LinkedIn","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","7.13"
"Verizon Houston","Harris","Follow on LinkedIn","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","3.60"
"Energy Transfer Data Center","Harris","Follow on LinkedIn","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","1.90"
"Lumen Houston 3","Harris","Follow on LinkedIn","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","9.25"
"LOGIX Houston #3","Harris","Follow on LinkedIn","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","5.73"
"Evocative - INAP Houston","Harris","Evocative Data Centers","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","6.55"
"IBM HOU04","Harris","IBM","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","7.32"
"Lumen, 1124 Hardy Rd","Harris","Lumen","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","8.98"
"NaviSite Houston","Harris","NaviSite, Inc.","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","6.54"
"TeleSource IDC","Harris","TeleSource Communications Inc.","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","6.55"
"CyrusOne SAT1 - San Antonio","Bexar","CyrusOne Data Centers","138","BANDERA ELECTRIC COOP, INC","3.97"
"CyrusOne SAT2 - San Antonio","Bexar","CyrusOne Data Centers","138","BANDERA ELECTRIC COOP, INC","2.41"
"SATC Colo","Bexar","SATC Colo","138","BANDERA ELECTRIC COOP, INC","5.15"
"Stream DC San Antonio III","Bexar","Stream Data Centers","138","BANDERA ELECTRIC COOP, INC","7.09"
"Microsoft San Antonio (SAT15)","Bexar","Microsoft","138","BANDERA ELECTRIC COOP, INC","4.85"
"Amazon AWS SAT - 7400 Potranco","Bexar","Amazon AWS","138","BANDERA ELECTRIC COOP, INC","2.85"
"CyrusOne SAT3 - San Antonio","Bexar","CyrusOne Data Centers","138","BANDERA ELECTRIC COOP, INC","2.37"
"Microsoft Wiseman Boulevard (SAT14)","Bexar","Microsoft","138","BANDERA ELECTRIC COOP, INC","3.15"
"CyrusOne SAT4 - San Antonio","Bexar","CyrusOne Data Centers","138","BANDERA ELECTRIC COOP, INC","2.20"
"Microsoft San Antonio (SN7)","Bexar","Microsoft","138","BANDERA ELECTRIC COOP, INC","4.66"
"QTS San Antonio","Bexar","QTS Data Centers","138","BANDERA ELECTRIC COOP, INC","3.06"
"Microsoft San Antonio Chevron","Bexar","Microsoft","138","BANDERA ELECTRIC COOP, INC","4.25"
"Stream DC San Antonio II - Westover Hills","Bexar","Stream Data Centers","138","BANDERA ELECTRIC COOP, INC","2.28"
"CyrusOne DFW10 - Whitney","Bosque","CyrusOne Data Centers","138","ONCOR ELECTRIC DELIVERY CO.","1.01"
"CyrusOne DFW1 - Carrollton","Denton","DFW1 Spec Sheet","138","ONCOR ELECTRIC DELIVERY CO.","7.96"
"Centersquare - Dallas DFW3-A","Dallas","Follow on LinkedIn","138","ONCOR ELECTRIC DELIVERY CO.","5.40"
"Alpha Data Center","Dallas","Follow on LinkedIn","138","ONCOR ELECTRIC DELIVERY CO.","2.81"
"VAZATA Dallas I","Denton","VAZATA","138","ONCOR ELECTRIC DELIVERY CO.","5.09"
"Evocative DAL6","Collin","Evocative Data Centers","138","ONCOR ELECTRIC DELIVERY CO.","8.73"
"Serverphase Data Center","Dallas","M&A Technology Inc.","138","ONCOR ELECTRIC DELIVERY CO.","0.23"
"DataBank DFW7 - Dallas LBJ","Dallas","DataBank","138","ONCOR ELECTRIC DELIVERY CO.","6.48"
"VAZATA Dallas II","Dallas","VAZATA","138","ONCOR ELECTRIC DELIVERY CO.","0.62"
"CoreWeave Plano","Collin","CoreWeave","138","ONCOR ELECTRIC DELIVERY CO.","8.85"
"Neutron Data Center","Dallas","M&A Technology Inc.","138","ONCOR ELECTRIC DELIVERY CO.","2.78"
"1000 Coit Road","Collin","Lincoln Rackhouse","138","ONCOR ELECTRIC DELIVERY CO.","8.99"
"4025 Midway Rd (DFW11)","Denton","Digital Realty","138","ONCOR ELECTRIC DELIVERY CO.","5.09"
"H5Colo  Inc.","Dallas","H5 Colo Inc.","138","ONCOR ELECTRIC DELIVERY CO.","7.73"
"2440 Marsh Lane (DFW12)","Dallas","Digital Realty","138","ONCOR ELECTRIC DELIVERY CO.","0.61"
"4849 Alpha Road (DFW14)","Dallas","Digital Realty","138","ONCOR ELECTRIC DELIVERY CO.","3.10"
"Flexential Dallas - Richardson Data Center","Collin","Flexential","138","ONCOR ELECTRIC DELIVERY CO.","8.91"
"IBM DAL05","Dallas","IBM","138","ONCOR ELECTRIC DELIVERY CO.","3.11"
"ColoHouse Dallas","Denton","ColoHouse","138","ONCOR ELECTRIC DELIVERY CO.","7.77"
"Mobius Partners - Farmers Branch","Dallas","Mobius Partners","138","ONCOR ELECTRIC DELIVERY CO.","1.36"
"Eonix Communications Dallas","Dallas","Eonix Communications Inc","138","ONCOR ELECTRIC DELIVERY CO.","9.36"
"VAZATA McKinney","Collin","VAZATA","138","ONCOR ELECTRIC DELIVERY CO.","9.10"
"1001 Texas Data Center","Harris","Follow on LinkedIn","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","9.80"
"Netrality - 1301 Fannin","Harris","Netrality Houston - Data Sheet.pdf","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","9.34"
"Quasar Data Center","Harris","Follow on LinkedIn","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","9.80"
"Crown Castle Houston (TX1)","Harris","Follow on LinkedIn","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","9.91"
"LOGIX Houston #2","Harris","Follow on LinkedIn","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","9.86"
"24 Hour Data Houston","Harris","Follow on LinkedIn","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","9.67"
"Energy Transfer Data Center","Harris","Follow on LinkedIn","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","5.69"
"Evocative - INAP Houston","Harris","Evocative Data Centers","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","9.28"
"NaviSite Houston","Harris","NaviSite, Inc.","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","9.27"
"TeleSource IDC","Harris","TeleSource Communications Inc.","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","9.28"
"Project Dorothy I","Briscoe","Soluna Computing","345","LIGHTHOUSE ELECTRIC COOP, INC","1.08"
"Stanton Data Center","","Huntleigh Technology Group","115","EL PASO ELECTRIC CO.","6.22"
"Cogent Data Center - El Paso","El Paso","Cogent Communications, Inc.","115","EL PASO ELECTRIC CO.","2.56"
"One San Jacinto Plaza","","Unknown Company","115","EL PASO ELECTRIC CO.","6.28"
"Flō Networks El Paso","","Flo Networks","115","EL PASO ELECTRIC CO.","6.93"
"Lumen El Paso 2","","Lumen","115","EL PASO ELECTRIC CO.","6.28"
"Lumen El Paso 1","","Lumen","115","EL PASO ELECTRIC CO.","6.96"
"Prime Dallas Data Center Campus","Dallas","Follow on LinkedIn","138","ONCOR ELECTRIC DELIVERY CO.","4.72"
"Equinix DA1","Dallas","Equinix DA1 Specsheet","138","ONCOR ELECTRIC DELIVERY CO.","1.92"
"Equinix DA6","Dallas","Equinix DA6 Specsheet","138","ONCOR ELECTRIC DELIVERY CO.","1.87"
"CoreSpace Dallas Data Center","Dallas","Cummins Gen","138","ONCOR ELECTRIC DELIVERY CO.","3.42"
"DataBank DFW1 - Downtown Dallas","Dallas","DFW1 datasheet.pdf","138","ONCOR ELECTRIC DELIVERY CO.","4.97"
"Equinix DA2","Dallas","Equinix DA2 Specsheet","138","ONCOR ELECTRIC DELIVERY CO.","1.92"
"Equinix DA11","Dallas","Equinix DA11 Specsheet","138","ONCOR ELECTRIC DELIVERY CO.","1.76"
"Prime Dallas - Data Center 1","Dallas","Follow on LinkedIn","138","ONCOR ELECTRIC DELIVERY CO.","4.67"
"TierPoint Dallas","Dallas","TierPoint","138","ONCOR ELECTRIC DELIVERY CO.","1.76"
"Prime Dallas - Data Center 2","Dallas","Prime Data Centers","138","ONCOR ELECTRIC DELIVERY CO.","4.67"
"Equinix DA3","Dallas","Equinix","138","ONCOR ELECTRIC DELIVERY CO.","1.92"
"Cogent Data Center - Dallas","Dallas","Cogent Communications, Inc.","138","ONCOR ELECTRIC DELIVERY CO.","4.95"
"DataBank DFW5 - Dallas Infomart","Dallas","DataBank","138","ONCOR ELECTRIC DELIVERY CO.","1.90"
"Provision Data Services","Dallas","Provision Data Services","138","ONCOR ELECTRIC DELIVERY CO.","4.88"
"DataBank DFW6 - Dallas Love Field","Dallas","DataBank","138","ONCOR ELECTRIC DELIVERY CO.","3.64"
"Infomart Dallas","Dallas","Equinix","138","ONCOR ELECTRIC DELIVERY CO.","1.91"
"Edged Dallas-Fort Worth DFW01","Dallas","Edged Energy","138","ONCOR ELECTRIC DELIVERY CO.","7.54"
"DataBank DFW4 - Dallas Empire","Dallas","DataBank","138","ONCOR ELECTRIC DELIVERY CO.","3.65"
"ColoCrossing DFW1","Dallas","ColoCrossing","138","ONCOR ELECTRIC DELIVERY CO.","1.78"
"Equinix DA4","Dallas","Equinix","138","ONCOR ELECTRIC DELIVERY CO.","4.72"
"Equinix DA9","Dallas","Equinix","138","ONCOR ELECTRIC DELIVERY CO.","7.39"
"Cogent Data Center - Irving","Dallas","Cogent Communications, Inc.","138","ONCOR ELECTRIC DELIVERY CO.","6.93"
"ServerMania Dallas Data Center","Dallas","ServerMania Inc","138","ONCOR ELECTRIC DELIVERY CO.","1.75"
"Epic.io Dallas Data Center","Dallas","Epic.io","138","ONCOR ELECTRIC DELIVERY CO.","3.76"
"Tier.Net Dallas Data Center","Dallas","TierNet","138","ONCOR ELECTRIC DELIVERY CO.","4.68"
"Cogent Data Center - Dallas 2","Dallas","Cogent Communications, Inc.","138","ONCOR ELECTRIC DELIVERY CO.","3.30"
"Consolidated Dallas","Dallas","Consolidated Communications","138","ONCOR ELECTRIC DELIVERY CO.","4.96"
"Wowrack Dallas","Dallas","Wowrack","138","ONCOR ELECTRIC DELIVERY CO.","2.57"
"Psychz Dallas","Dallas","Psychz Networks","138","ONCOR ELECTRIC DELIVERY CO.","4.68"
"DataBank - 2323 Bryan St","Dallas","DataBank","138","ONCOR ELECTRIC DELIVERY CO.","4.72"
"Lumen Dallas 2","Dallas","Follow on LinkedIn","138","ONCOR ELECTRIC DELIVERY CO.","1.94"
"Data Canopy - Dallas","Dallas","Follow on LinkedIn","138","ONCOR ELECTRIC DELIVERY CO.","4.30"
"2323 Bryan Street (DFW10)","Dallas","Digital Realty","138","ONCOR ELECTRIC DELIVERY CO.","4.71"
"8435 Stemmons Freeway (DFW36)","Dallas","Digital Realty","138","ONCOR ELECTRIC DELIVERY CO.","3.87"
"Cologix DAL1","Dallas","Cologix","138","ONCOR ELECTRIC DELIVERY CO.","1.88"
"Cologix DAL2","Dallas","Cologix","138","ONCOR ELECTRIC DELIVERY CO.","1.92"
"Cologix DAL3","Dallas","Cologix","138","ONCOR ELECTRIC DELIVERY CO.","1.92"
"Flexential Dallas - Downtown Data Center","Dallas","Flexential","138","ONCOR ELECTRIC DELIVERY CO.","1.88"
"Hivelocity - Dallas 1","Dallas","Hivelocity","138","ONCOR ELECTRIC DELIVERY CO.","4.67"
"365 Data Centers - Dallas","Dallas","365 Data Centers","138","ONCOR ELECTRIC DELIVERY CO.","4.71"
"Windstream Dallas","Dallas","Windstream","138","ONCOR ELECTRIC DELIVERY CO.","4.62"
"LOGIX Dallas #1","Dallas","LOGIX FIBER NETWORKS","138","ONCOR ELECTRIC DELIVERY CO.","4.74"
"Synoptek - Dallas Data Center","Dallas","Synoptek","138","ONCOR ELECTRIC DELIVERY CO.","4.74"
"TPx Dallas Data Center","Dallas","TPx Communications","138","ONCOR ELECTRIC DELIVERY CO.","4.51"
"IBM DAL01","Dallas","IBM","138","ONCOR ELECTRIC DELIVERY CO.","1.90"
"IBM DAL02/06","Dallas","IBM","138","ONCOR ELECTRIC DELIVERY CO.","2.82"
"STACK Infrastructure","Dallas","STACK INFRASTRUCTURE","138","ONCOR ELECTRIC DELIVERY CO.","1.88"
"IBM DAL04","Dallas","IBM","138","ONCOR ELECTRIC DELIVERY CO.","4.99"
"Lumen Dallas","Dallas","Lumen","138","ONCOR ELECTRIC DELIVERY CO.","4.88"
"Lumen Dallas 4","Dallas","Lumen","138","ONCOR ELECTRIC DELIVERY CO.","4.98"
"Lumen Dallas 3","Dallas","Lumen","138","ONCOR ELECTRIC DELIVERY CO.","4.57"
"Lumen Dallas","Dallas","Lumen","138","ONCOR ELECTRIC DELIVERY CO.","2.78"
"NocRoom Dallas Colocation and VPS","Dallas","NocRoom Miami Colocation VPS","138","ONCOR ELECTRIC DELIVERY CO.","3.36"
"Lunavi Dallas","Dallas","Lunavi","138","ONCOR ELECTRIC DELIVERY CO.","1.90"
"LOGIX Dallas #2","Dallas","LOGIX FIBER NETWORKS","138","ONCOR ELECTRIC DELIVERY CO.","6.11"
"ATOS Dallas Data Center","Dallas","Atos Group","138","ONCOR ELECTRIC DELIVERY CO.","4.72"
"Eonix Communications Dallas","Dallas","Eonix Communications Inc","138","ONCOR ELECTRIC DELIVERY CO.","9.33"
"Stream DC Houston I - The Woodlands","Montgomery","Follow on LinkedIn","138","CENTERPOINT ENERGY","0.80"
"Duos Edge AI - Amarillo EDC","Randall","Duos Edge AI, Inc.","115","SOUTHWESTERN PUBLIC SERVICE CO.","1.47"
"CyrusOne SAT1 - San Antonio","Bexar","CyrusOne Data Centers","138","BANDERA ELECTRIC COOP, INC","7.56"
"CyrusOne SAT2 - San Antonio","Bexar","CyrusOne Data Centers","138","BANDERA ELECTRIC COOP, INC","7.17"
"SATC Colo","Bexar","SATC Colo","138","BANDERA ELECTRIC COOP, INC","9.36"
"CityNAP","Bexar","CityNAP","138","BANDERA ELECTRIC COOP, INC","7.66"
"Stream DC San Antonio III","Bexar","Stream Data Centers","138","BANDERA ELECTRIC COOP, INC","8.13"
"Microsoft San Antonio (SAT15)","Bexar","Microsoft","138","BANDERA ELECTRIC COOP, INC","8.49"
"Windstream San Antonio","Bexar","Windstream","138","BANDERA ELECTRIC COOP, INC","7.86"
"Amazon AWS SAT - 7400 Potranco","Bexar","Amazon AWS","138","BANDERA ELECTRIC COOP, INC","4.19"
"CyrusOne SAT3 - San Antonio","Bexar","CyrusOne Data Centers","138","BANDERA ELECTRIC COOP, INC","7.05"
"Microsoft Wiseman Boulevard (SAT14)","Bexar","Microsoft","138","BANDERA ELECTRIC COOP, INC","8.03"
"CyrusOne SAT4 - San Antonio","Bexar","CyrusOne Data Centers","138","BANDERA ELECTRIC COOP, INC","7.04"
"Microsoft San Antonio (SN7)","Bexar","Microsoft","138","BANDERA ELECTRIC COOP, INC","9.33"
"QTS San Antonio","Bexar","QTS Data Centers","138","BANDERA ELECTRIC COOP, INC","4.06"
"Microsoft San Antonio Chevron","Bexar","Microsoft","138","BANDERA ELECTRIC COOP, INC","9.01"
"Lumen San Antonio 2","Bexar","Lumen","138","BANDERA ELECTRIC COOP, INC","6.80"
"H5 Data Centers San Antonio","Bexar","H5 Data Centers","138","BANDERA ELECTRIC COOP, INC","8.38"
"Stream DC San Antonio II - Westover Hills","Bexar","Stream Data Centers","138","BANDERA ELECTRIC COOP, INC","7.23"
"Duos Edge AI - Amarillo EDC","Randall","Duos Edge AI, Inc.","115","SOUTHWESTERN PUBLIC SERVICE CO.","8.39"
"Cogent Data Center - Houston 2","Harris","Follow on LinkedIn","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","9.24"
"Serverfarm Houston Data Center CTX2","Harris","Follow on LinkedIn","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","3.16"
"Serverfarm Houston Data Center CTX1","Harris","Serverfarm","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","3.03"
"Lumen Harlingen 2","Cameron","Lumen","138","AEP TEXAS CENTRAL COMPANY","3.27"
"Lumen Harlingen 1","Cameron","Lumen","138","AEP TEXAS CENTRAL COMPANY","3.20"
"Dataprana La Marque","Galveston","Follow on LinkedIn","138","TEXAS-NEW MEXICO POWER CO.","9.25"
"ECL TerraSite-TX1","Harris","Follow on LinkedIn","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","8.16"
"MDC McAllen - MCA2","Hidalgo","MDC Data Centers","138","AEP TEXAS CENTRAL COMPANY","9.98"
"Lumen Corpus Christi 1","Nueces","Lumen","138","AEP TEXAS CENTRAL CO.","4.51"
"1001 Texas Data Center","Harris","Follow on LinkedIn","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","0.87"
"Netrality - 1301 Fannin","Harris","Netrality Houston - Data Sheet.pdf","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","0.39"
"DataBank HOU5 - Houston Galleria","Harris","HOU5 datasheet.pdf","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","7.27"
"Quasar Data Center","Harris","Follow on LinkedIn","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","0.87"
"Crown Castle Houston (TX1)","Harris","Follow on LinkedIn","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","0.91"
"Data Foundry - Houston 1","Harris","Follow on LinkedIn","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","9.75"
"LOGIX Houston #2","Harris","Follow on LinkedIn","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","0.86"
"24 Hour Data Houston","Harris","Follow on LinkedIn","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","0.70"
"Verizon Houston","Harris","Follow on LinkedIn","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","4.49"
"Energy Transfer Data Center","Harris","Follow on LinkedIn","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","5.41"
"Lumen Houston 3","Harris","Follow on LinkedIn","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","2.60"
"LOGIX Houston #3","Harris","Follow on LinkedIn","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","8.05"
"Evocative - INAP Houston","Harris","Evocative Data Centers","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","0.34"
"IBM HOU04","Harris","IBM","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","1.33"
"Lumen, 1124 Hardy Rd","Harris","Lumen","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","2.36"
"NaviSite Houston","Harris","NaviSite, Inc.","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","0.34"
"TeleSource IDC","Harris","TeleSource Communications Inc.","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","0.34"
"San Antonio Data Center","Bexar","Five 9s Digital, LLC","345","BANDERA ELECTRIC COOP, INC","7.42"
"Lumen San Antonio 3","Bexar","Lumen","345","BANDERA ELECTRIC COOP, INC","9.88"
"Datacenter Park - Dallas","Dallas","Follow on LinkedIn","138","ONCOR ELECTRIC DELIVERY CO.","2.49"
"Digital Realty Garland Campus","Dallas","Follow on LinkedIn","138","ONCOR ELECTRIC DELIVERY CO.","7.39"
"908 Quality Way (DFW20)","Dallas","Follow on LinkedIn","138","ONCOR ELECTRIC DELIVERY CO.","2.67"
"904 Quality Way (DFW21)","Dallas","Follow on LinkedIn","138","ONCOR ELECTRIC DELIVERY CO.","2.57"
"1702 W Campbell Rd","Dallas","Follow on LinkedIn","138","ONCOR ELECTRIC DELIVERY CO.","7.39"
"1502 Ferris Rd","Dallas","Follow on LinkedIn","138","ONCOR ELECTRIC DELIVERY CO.","7.60"
"1505 Ferris Rd","Dallas","Follow on LinkedIn","138","ONCOR ELECTRIC DELIVERY CO.","7.44"
"GDC - Dallas TX1 Data Center","Dallas","Dallas TX1 Data Center","138","ONCOR ELECTRIC DELIVERY CO.","6.72"
"DataBank DFW2 - North Dallas","Dallas","DataBank","138","ONCOR ELECTRIC DELIVERY CO.","2.56"
"Evocative DAL6","Collin","Evocative Data Centers","138","ONCOR ELECTRIC DELIVERY CO.","4.43"
"365 Data Centers - Richardson","Dallas","365 Data Centers","138","ONCOR ELECTRIC DELIVERY CO.","2.48"
"GDC - Dallas TX2 Data Center","Dallas","NTT DATA, Inc.","138","ONCOR ELECTRIC DELIVERY CO.","6.59"
"GDC - Dallas TX4 Data Center","Dallas","NTT DATA, Inc.","138","ONCOR ELECTRIC DELIVERY CO.","6.62"
"Aligned DFW-01","Collin","Aligned Data Centers","138","ONCOR ELECTRIC DELIVERY CO.","4.55"
"DataBank DFW7 - Dallas LBJ","Dallas","DataBank","138","ONCOR ELECTRIC DELIVERY CO.","7.80"
"Rackspace Dallas 2","Dallas","Rackspace Hosting","138","ONCOR ELECTRIC DELIVERY CO.","2.26"
"Evocative DAL1","Collin","Evocative Data Centers","138","ONCOR ELECTRIC DELIVERY CO.","4.55"
"24 Hour Data Plano","Collin","24 Hour Data","138","ONCOR ELECTRIC DELIVERY CO.","2.21"
"GDC - Dallas TX3 Data Center","Dallas","NTT DATA, Inc.","138","ONCOR ELECTRIC DELIVERY CO.","6.46"
"GIPNetworks Plano","Collin","Plano Data Center | Global IP Networks","138","ONCOR ELECTRIC DELIVERY CO.","4.03"
"CoreWeave Plano","Collin","CoreWeave","138","ONCOR ELECTRIC DELIVERY CO.","4.12"
"DigiCo Dallas DAL1","Dallas","DigiCo Infrastructure REIT","138","ONCOR ELECTRIC DELIVERY CO.","2.95"
"KDC Richardson","Dallas","KDC","138","ONCOR ELECTRIC DELIVERY CO.","3.11"
"Aligned DFW-02","Collin","Aligned Data Centers","138","ONCOR ELECTRIC DELIVERY CO.","4.55"
